# L1420 - 20 wind (Up to date)
# 794 data points written for 6 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (92.7 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Lateral distance (ft),Stability margin calibers (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
58.658,733.906,-59.752,280.437,1081.035,NaN
58.659,733.839,-59.442,277.226,1081.001,NaN
58.66,733.772,-59.13,274.015,1080.967,NaN
58.661,733.704,-58.817,270.805,1080.932,NaN
58.662,733.635,-58.502,267.596,1080.897,NaN
58.664,733.565,-58.185,264.387,1080.861,NaN
58.665,733.494,-57.867,261.179,1080.824,NaN
58.666,733.422,-57.547,257.972,1080.786,NaN
58.667,733.35,-57.225,254.765,1080.748,NaN
58.669,733.277,-56.902,251.559,1080.709,NaN
58.67,733.202,-56.576,248.353,1080.67,NaN
58.671,733.127,-56.249,245.149,1080.63,NaN
58.673,733.051,-55.92,241.945,1080.588,NaN
58.674,732.973,-55.59,238.742,1080.546,NaN
58.675,732.895,-55.257,235.539,1080.504,NaN
58.677,732.816,-54.922,232.338,1080.46,NaN
58.678,732.735,-54.586,229.137,1080.416,NaN
58.68,732.654,-54.247,225.937,1080.37,NaN
58.681,732.571,-53.906,222.738,1080.324,NaN
58.683,732.487,-53.564,219.54,1080.276,NaN
58.685,732.402,-53.219,216.343,1080.228,NaN
58.686,732.316,-52.872,213.147,1080.178,NaN
58.688,732.228,-52.523,209.951,1080.128,NaN
58.69,732.139,-52.171,206.757,1080.076,NaN
58.691,732.049,-51.817,203.564,1080.023,NaN
58.693,731.957,-51.461,200.371,1079.969,NaN
58.695,731.864,-51.103,197.18,1079.913,NaN
58.697,731.769,-50.742,193.99,1079.857,NaN
58.699,731.673,-50.379,190.801,1079.799,NaN
58.701,731.575,-50.013,187.614,1079.739,NaN
58.703,731.475,-49.643,184.433,1079.678,NaN
58.705,731.373,-49.268,181.248,1079.615,NaN
58.707,731.269,-48.891,178.054,1079.55,NaN
58.709,731.163,-48.511,174.862,1079.483,NaN
58.711,731.055,-48.129,171.671,1079.415,NaN
58.713,730.946,-47.743,168.482,1079.345,NaN
58.716,730.834,-47.354,165.294,1079.273,NaN
58.718,730.72,-46.963,162.108,1079.199,NaN
58.721,730.604,-46.568,158.923,1079.123,NaN
58.723,730.485,-46.169,155.741,1079.044,NaN
58.726,730.364,-45.768,152.56,1078.963,NaN
58.729,730.241,-45.363,149.38,1078.88,NaN
58.731,730.114,-44.955,146.203,1078.794,NaN
58.734,729.985,-44.543,143.028,1078.705,NaN
58.737,729.854,-44.127,139.855,1078.613,NaN
58.74,729.719,-43.707,136.683,1078.519,NaN
58.744,729.581,-43.284,133.515,1078.421,NaN
58.747,729.44,-42.857,130.348,1078.319,NaN
58.75,729.295,-42.425,127.184,1078.214,NaN
58.754,729.147,-41.99,124.02,1078.105,NaN
58.757,728.999,-41.562,120.809,1077.995,NaN
58.761,728.847,-41.129,117.688,1077.881,NaN
58.765,728.691,-40.692,114.567,1077.762,NaN
58.769,728.531,-40.251,111.449,1077.639,NaN
58.773,728.366,-39.806,108.334,1077.51,NaN
58.777,728.197,-39.355,105.222,1077.377,NaN
58.782,728.022,-38.9,102.114,1077.237,NaN
58.786,727.843,-38.44,99.009,1077.092,NaN
58.791,727.657,-37.975,95.908,1076.94,NaN
58.796,727.466,-37.505,92.811,1076.781,NaN
58.801,727.269,-37.029,89.719,1076.614,NaN
58.807,727.06,-36.538,86.65,1076.436,NaN
58.813,726.854,-36.063,83.587,1076.258,NaN
58.819,726.64,-35.581,80.681,1076.069,NaN
58.825,726.417,-35.09,77.778,1075.87,NaN
58.832,726.185,-34.591,74.887,1075.66,NaN
58.839,725.943,-34.084,72.009,1075.436,NaN
58.846,725.69,-33.568,69.143,1075.199,NaN
58.854,725.426,-33.042,66.293,1074.946,NaN
58.863,725.142,-32.493,63.291,1074.669,NaN
58.871,724.874,-31.994,60.056,1074.402,NaN
58.88,724.592,-31.486,57.168,1074.116,NaN
58.89,724.295,-30.97,54.273,1073.809,NaN
58.9,723.983,-30.447,51.389,1073.479,NaN
58.911,723.652,-29.916,48.516,1073.124,NaN
58.922,723.315,-29.397,45.635,1072.754,NaN
58.934,722.956,-28.869,42.877,1072.351,NaN
58.948,722.573,-28.332,40.134,1071.914,NaN
58.962,722.164,-27.785,37.412,1071.435,NaN
58.98,721.674,-27.166,34.747,1070.851,NaN
59,721.143,-26.537,31.798,1070.201,NaN
59.022,720.563,-25.898,28.869,1069.473,NaN
59.047,719.923,-25.249,25.97,1068.648,NaN
59.076,719.212,-24.59,23.093,1067.706,NaN
59.106,718.479,-23.98,20.219,1066.708,NaN
59.141,717.643,-23.356,17.642,1065.538,NaN
59.185,716.625,-22.689,15.093,1064.077,NaN
59.232,715.588,-22.111,12.496,1062.548,NaN
59.282,714.497,-21.589,10.439,1060.909,NaN
59.355,712.924,-20.95,8.643,1058.506,NaN
59.441,711.159,-20.381,6.659,1055.778,NaN
59.541,709.142,-19.944,4.372,1052.648,NaN
59.73,705.435,-19.363,3.083,1046.942,NaN
60.012,700.026,-18.945,1.477,1038.958,NaN
60.081,698.713,-18.999,-0.771,1037.079,NaN
60.229,695.901,-19.111,-0.759,1033.023,NaN
60.729,686.304,-19.28,-0.338,1018.781,NaN
61.229,676.678,-19.224,0.112,1003.94,NaN
61.604,669.469,-19.218,0.016,992.856,NaN
62.104,659.863,-19.21,0.017,978.707,NaN
62.567,650.946,-19.27,-0.13,965.871,NaN
62.864,645.242,-19.157,0.381,957.806,NaN
63.019,642.276,-19.195,-0.249,953.686,NaN
63.132,640.103,-19.201,-0.052,950.673,NaN
63.281,637.246,-19.223,-0.144,946.741,NaN
63.757,628.082,-19.252,-0.061,934.06,NaN
64.257,618.461,-19.234,0.035,920.677,NaN
64.517,613.488,-19.093,0.545,913.535,NaN
64.76,608.863,-18.889,0.837,906.356,NaN
64.902,606.18,-19.011,-0.865,901.974,NaN
65.106,602.289,-19.15,-0.681,895.56,NaN
65.546,593.826,-19.271,-0.274,881.57,NaN
65.747,589.979,-19.076,0.971,875.023,NaN
65.827,588.44,-19.117,-0.509,872.333,NaN
65.919,586.688,-19.136,-0.204,869.293,NaN
65.99,585.323,-19.157,-0.298,866.933,NaN
66.181,581.656,-19.19,-0.169,860.562,NaN
66.681,572.047,-19.245,-0.112,843.676,NaN
66.839,569.033,-19.041,1.294,838.434,NaN
66.945,567.004,-19.07,-0.264,834.996,NaN
67.089,564.273,-19.035,0.239,830.474,NaN
67.211,561.954,-18.91,1.025,826.761,NaN
67.44,557.631,-18.859,0.225,820.205,NaN
67.546,555.628,-18.976,-1.113,817.299,NaN
67.632,553.994,-19.042,-0.766,814.943,NaN
68.132,544.405,-19.312,-0.539,800.978,NaN
68.632,534.792,-19.14,0.343,786.619,NaN
69.132,525.192,-19.261,-0.241,772.012,NaN
69.632,515.604,-19.094,0.334,756.904,NaN
69.841,511.6,-19.11,-0.076,750.494,NaN
70.087,506.888,-19.179,-0.283,743.135,NaN
70.587,497.29,-19.213,-0.068,728.441,NaN
71.087,487.703,-19.134,0.158,714.257,NaN
71.254,484.521,-19.051,0.497,709.552,NaN
71.666,476.713,-18.841,0.51,696.973,NaN
71.849,473.247,-19.054,-1.164,691.059,NaN
72.349,463.661,-19.292,-0.476,674.824,NaN
72.65,457.892,-19.073,0.728,665.282,NaN
72.897,453.171,-19.165,-0.371,657.679,NaN
73.397,443.581,-19.195,-0.061,642.532,NaN
73.738,437.045,-19.124,0.209,632.108,NaN
73.827,435.337,-19.039,0.951,629.355,NaN
74.067,430.796,-18.937,0.425,622.325,NaN
74.177,428.698,-19.027,-0.811,619.185,NaN
74.417,424.123,-19.151,-0.519,612.372,NaN
74.917,414.535,-19.201,-0.1,598.046,NaN
75.417,404.946,-19.154,0.094,583.488,NaN
75.769,398.212,-19.119,0.101,573.344,NaN
76.126,391.372,-19.187,-0.19,563.276,NaN
76.626,381.785,-19.159,0.055,549.307,NaN
77.126,372.224,-19.085,0.148,535.882,NaN
77.346,368.02,-19.094,-0.037,530.065,NaN
77.769,359.961,-18.994,0.234,518.199,NaN
77.91,357.291,-19.035,-0.291,514.136,NaN
78.058,354.466,-19.096,-0.41,509.905,NaN
78.129,353.114,-19.077,0.266,507.874,NaN
78.629,343.603,-18.964,0.226,492.708,NaN
78.865,339.096,-19.115,-0.636,485.211,NaN
79.162,333.422,-19.148,-0.111,475.791,NaN
79.492,327.11,-19.148,3.42e-4,465.322,NaN
79.741,322.335,-19.122,0.104,457.367,NaN
79.99,317.583,-19.148,-0.106,449.371,NaN
80.12,315.095,-19.066,0.63,445.242,NaN
80.228,313.023,-19.085,-0.17,441.859,NaN
80.413,309.495,-19.065,0.107,436.208,NaN
80.894,300.326,-19.116,-0.107,422.132,NaN
81.038,297.568,-19.014,0.707,417.933,NaN
81.114,296.119,-19.046,-0.419,415.678,NaN
81.169,295.086,-19.036,0.184,414.059,NaN
81.215,294.204,-18.992,0.952,412.659,NaN
81.362,291.427,-18.834,1.076,408.075,NaN
81.461,289.557,-18.88,-0.472,404.872,NaN
81.597,286.997,-18.859,0.155,400.372,NaN
81.718,284.714,-18.931,-0.593,396.262,NaN
81.999,279.368,-19.08,-0.531,386.476,NaN
82.14,276.68,-19.088,-0.051,381.541,NaN
82.253,274.529,-19.021,0.587,377.657,NaN
82.753,265.064,-18.838,0.368,361.555,NaN
82.978,260.8,-19.063,-1.001,354.715,NaN
83.09,258.658,-19.021,0.372,351.335,NaN
83.59,249.167,-18.943,0.156,337.248,NaN
83.795,245.272,-19.061,-0.575,331.738,NaN
84.137,238.739,-19.143,-0.24,322.473,NaN
84.422,233.299,-19.066,0.27,314.915,NaN
84.487,232.059,-18.981,1.306,313.199,NaN
84.648,229.003,-18.863,0.732,308.771,NaN
84.757,226.951,-18.924,-0.564,305.685,NaN
84.893,224.383,-19.008,-0.622,301.786,NaN
85.393,214.834,-19.185,-0.354,287.123,NaN
85.893,205.268,-19.079,0.212,272.179,NaN
86.229,198.868,-18.974,0.313,261.763,NaN
86.339,196.784,-18.992,-0.168,258.29,NaN
86.51,193.533,-18.953,0.231,253.007,NaN
86.629,191.284,-19.011,-0.495,249.437,NaN
86.699,189.941,-18.98,0.441,247.332,NaN
86.827,187.524,-18.886,0.741,243.639,NaN
86.952,185.155,-18.915,-0.233,240.134,NaN
87.05,183.306,-18.976,-0.624,237.449,NaN
87.167,181.088,-18.995,-0.163,234.276,NaN
87.242,179.659,-19.024,-0.395,232.252,NaN
87.361,177.392,-19.047,-0.187,229.022,NaN
87.48,175.134,-19.01,0.31,225.742,NaN
87.743,170.144,-18.886,0.47,218.116,NaN
87.83,168.492,-18.944,-0.663,215.509,NaN
88.33,158.964,-19.166,-0.443,200.982,NaN
88.469,156.317,-18.981,1.334,196.957,NaN
88.969,146.902,-18.677,0.608,181.094,NaN
89.105,144.358,-18.843,-1.225,176.537,NaN
89.294,140.781,-18.913,-0.371,170.32,NaN
89.436,138.113,-18.804,0.774,165.856,NaN
89.694,133.251,-18.796,0.029,158.153,NaN
89.941,128.596,-18.953,-0.636,151.224,NaN
90.093,125.703,-19.028,-0.49,147.032,NaN
90.226,123.18,-19.036,-0.062,143.411,NaN
90.726,113.657,-19.056,-0.041,130.28,NaN
90.866,111,-18.933,0.883,126.641,NaN
91.342,102.01,-18.784,0.313,113.092,NaN
91.687,95.477,-19.082,-0.866,102.468,NaN
91.951,90.451,-19.086,-0.013,94.247,NaN
92.033,88.885,-18.943,1.736,91.725,NaN
92.085,87.902,-18.936,0.122,90.168,NaN
92.193,85.857,-18.953,-0.153,86.977,NaN
92.375,82.404,-19.012,-0.324,81.695,NaN
92.875,72.878,-19.091,-0.158,67.617,NaN
93.157,67.505,-19.037,0.192,59.723,NaN
93.657,57.989,-19.029,0.016,45.071,NaN
93.916,53.052,-19.038,-0.034,37.357,NaN
94.416,43.529,-19.051,-0.027,23.025,NaN
94.593,40.171,-18.952,0.56,17.981,NaN
95.093,30.707,-18.904,0.098,2.981,NaN
95.39,25.065,-19.072,-0.565,7.102,NaN
95.779,17.647,-19.044,0.07,19.377,NaN
96.188,9.866,-19.072,-0.067,32.251,NaN
96.688,0.344,-19.016,0.11,48.444,NaN
# Event GROUND_HIT occurred at t=96.706 seconds
# Event SIMULATION_END occurred at t=96.706 seconds
96.706,0,-19.014,0.105,49.04,NaN
