# L1420 - 20 wind (Up to date)
# 586 data points written for 6 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (92.3 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Lateral distance (ft),Stability margin calibers (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
62.803,684.41,-54.51,40.622,894.219,NaN
62.83,682.953,-53.483,38.052,893.453,NaN
62.861,681.311,-52.383,35.465,892.569,NaN
62.898,679.43,-51.193,32.746,891.532,NaN
62.938,677.394,-49.993,29.822,890.379,NaN
62.982,675.217,-48.806,26.932,889.112,NaN
63.034,672.703,-47.545,24.163,887.609,NaN
63.091,670.036,-46.333,21.339,885.965,NaN
63.16,666.882,-45.043,18.684,883.955,NaN
63.236,663.518,-43.831,16.014,881.73,NaN
63.334,659.27,-42.5,13.526,878.798,NaN
63.407,656.194,-41.726,10.587,876.599,NaN
63.524,651.405,-40.677,9.023,873.093,NaN
63.682,645.042,-39.568,6.999,868.321,NaN
63.901,636.505,-38.483,4.956,861.812,NaN
64.241,623.6,-37.487,2.934,851.885,NaN
64.741,605.005,-36.894,1.185,837.687,NaN
65.145,590.102,-36.838,0.139,826.282,NaN
65.645,571.689,-36.814,0.047,811.796,NaN
66.038,557.219,-36.781,0.084,800.444,NaN
66.333,546.359,-36.784,-0.01,791.99,NaN
66.833,527.976,-36.746,0.076,777.19,NaN
67.333,509.593,-36.785,-0.078,761.914,NaN
67.833,491.203,-36.777,0.017,746.356,NaN
68.333,472.825,-36.735,0.083,730.341,NaN
68.833,454.484,-36.629,0.213,713.5,NaN
69.167,442.254,-36.703,-0.221,701.95,NaN
69.578,427.153,-36.67,0.08,688.023,NaN
69.985,412.225,-36.723,-0.132,674.537,NaN
70.485,393.861,-36.733,-0.02,658.025,NaN
70.844,380.705,-36.59,0.397,646.546,NaN
71.125,370.474,-36.314,0.986,638.187,NaN
71.26,365.556,-36.394,-0.592,634.356,NaN
71.482,357.475,-36.515,-0.549,628.133,NaN
71.788,346.268,-36.603,-0.286,619.465,NaN
72.288,327.955,-36.649,-0.091,604.906,NaN
72.788,309.626,-36.669,-0.04,589.876,NaN
73.288,291.289,-36.679,-0.02,574.705,NaN
73.788,272.96,-36.636,0.086,559.852,NaN
74.213,257.419,-36.636,-0.001,547.332,NaN
74.713,239.097,-36.649,-0.026,532.336,NaN
75.213,220.775,-36.638,0.022,517.389,NaN
75.713,202.47,-36.582,0.112,502.877,NaN
76.085,188.85,-36.591,-0.023,492.19,NaN
76.585,170.577,-36.5,0.181,477.187,NaN
76.788,163.155,-36.483,0.085,470.976,NaN
77.288,144.907,-36.509,-0.053,456.322,NaN
77.788,126.667,-36.449,0.12,442.59,NaN
78.288,108.424,-36.525,-0.152,429.67,NaN
78.637,95.677,-36.524,0.003,420.71,NaN
79.137,77.407,-36.552,-0.056,407.527,NaN
79.559,62.007,-36.398,0.364,395.836,NaN
80.059,43.786,-36.486,-0.175,381.169,NaN
80.317,34.398,-36.448,0.147,373.595,NaN
80.477,28.547,-36.468,-0.126,368.938,NaN
80.685,20.971,-36.486,-0.087,362.918,NaN
81.185,2.72,-36.516,-0.06,348.6,NaN
# Event GROUND_HIT occurred at t=81.26 seconds
# Event SIMULATION_END occurred at t=81.26 seconds
81.26,0,-36.504,0.159,346.474,NaN
