Time	Actual	Regression Fit
69.7	210	210.9813751
69.75	210	209.837543
69.8	208	208.6940102
69.85	207	207.5506713
69.9	206	206.4074208
69.95	206	205.2641534
70	204	204.1207637
70.05	204	202.9771464
70.1	204	201.833196
70.15	202	200.6888073
70.2	202	199.5438748
70.25	201	198.3982931
70.3	200	197.251957
70.35	198	196.1047609
70.4	196	194.9565996
70.45	194	193.8073676
70.5	191	192.6569597
70.55	189	191.5052703
70.6	187	190.3521942
70.65	186	189.197626
70.7	184	188.0414603
70.75	183	186.8835917
70.8	181	185.7239148
70.85	180	184.5623244
70.9	180	183.398715
70.95	178	182.2329811
71	176	181.0650176
71.05	176	179.894719
71.1	175	178.7219798
71.15	174	177.5466948
71.2	171	176.3687586
71.25	171	175.1880658
71.3	169	174.004511
71.35	169	172.8179889
71.4	168	171.628394
71.45	167	170.4356211
71.5	166	169.2395647
71.55	165	168.0401194
71.6	163	166.83718
71.65	162	165.6306409
71.7	162	164.4203969
71.75	160	163.2063426
71.8	158	161.9883726
71.85	158	160.7663814
71.9	157	159.5402639
71.95	155	158.3099145
72	154	157.0752279
72.05	153	155.8360988
72.1	151	154.5924217
72.15	150	153.3440913
72.2	150	152.0910023
72.25	148	150.8330491
72.3	146	149.5701266
72.35	142	148.3021292
72.4	142	147.0289516
72.45	141	145.7504885
72.5	140	144.4666345
72.55	139	143.1772842
72.6	136	141.8823322
72.65	136	140.5816732
72.7	134	139.2752018
72.75	134	137.9628125
72.8	132	136.6444001
72.85	130	135.3198592
72.9	128	133.9890844
72.95	127	132.6519703
73	125	131.3084115
73.05	124	129.9583027
73.1	122	128.6015385
73.15	122	127.2380136
73.2	119	125.8676225
73.25	117	124.4902599
73.3	115	123.1058204
73.35	113	121.7141986
73.4	112	120.3152892
73.45	109	118.9089868
73.5	108	117.495186
73.55	107	116.0737814
73.6	105	114.6446678
73.65	104	113.2077396
73.7	103	111.7628916
73.75	101	110.3100183
73.8	99	108.8490144
73.85	99	107.3797744
73.9	97	105.9021932
73.95	95	104.4161652
74	93	102.9215851
74.05	92	101.4183475
74.1	90	99.90634702
74.15	88	98.38547834
74.2	87	96.85563605
74.25	85	95.3167148
74.3	83	93.76860919
74.35	82	92.21121387
74.4	81	90.64442345
74.45	79	89.06813256
74.5	77	87.48223583
74.55	76	85.8866279
74.6	75	84.28120338
74.65	72	82.6658569
74.7	70	81.04048308
74.75	69	79.40497657
74.8	68	77.75923198
74.85	66	76.10314394
74.9	66	74.43660707
74.95	64	72.75951602
75	62	71.07176539
75.05	61	69.37324982
75.1	59	67.66386394
75.15	58	65.94350237
75.2	56	64.21205974
75.25	55	62.46943068
75.3	53	60.71550981
75.35	52	58.95019176
75.4	51	57.17337117
75.45	49	55.38494264
75.5	47	53.58480082
75.55	47	51.77284034
75.6	45	49.9489558
75.65	43	48.11304185
75.7	43	46.26499312
75.75	41	44.40470422
75.8	39	42.53206978
75.85	37	40.64698444
75.9	36	38.74934282
75.95	35	36.83903954
76	36	34.91596924
76.05	33	32.98002654
76.1	33	31.03110606
76.15	31	29.06910245
76.2	30	27.09391031
76.25	29	25.10542428
76.3	27	23.10353899
76.35	27	21.08814906
76.4	25	19.05914912
76.45	24	17.0164338
76.5	21	14.95989773
76.55	19	12.88943552
76.6	18	10.80494182
76.65	16	8.70631124
76.7	14	6.593438413
76.75	12	4.466217967
76.8	11	2.324544528
76.85	10	0.1683127238
76.9	9	-2.002582819
76.95	8	-4.188247474
77	6	-6.388786613
77.05	5	-8.60430561
77.1	3	-10.83490984
77.15	1	-13.08070467
77.2	0	-15.34179547
77.25	-2	-17.61828763
77.3	-2	-19.9102865
77.35	-4	-22.21789748
77.4	-4	-24.54122592
77.45	-5	-26.8803772
77.5	-7	-29.23545669
