# L1420 - 15 wind (Up to date)
# 738 data points written for 4 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (91.1 ft/s)
#
# Time (s),Altitude (ft),Lateral distance (ft),Stability margin calibers (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
14.188,4899.474,1561.873,4.176
14.238,4905.247,1566.733,4.219
14.288,4910.935,1571.59,4.185
14.338,4916.536,1576.443,4.204
14.388,4922.052,1581.293,4.223
14.438,4927.482,1586.139,4.282
14.488,4932.828,1590.981,4.23
14.538,4938.089,1595.817,4.124
14.588,4943.268,1600.648,4.056
14.638,4948.365,1605.472,4.002
14.688,4953.38,1610.289,3.98
14.738,4958.314,1615.1,4.009
14.788,4963.166,1619.904,3.947
14.838,4967.937,1624.701,3.935
14.888,4972.627,1629.491,3.924
14.938,4977.236,1634.274,3.942
14.988,4981.764,1639.05,3.975
15.038,4986.212,1643.819,4.048
15.088,4990.577,1648.583,4.101
15.138,4994.861,1653.341,4.165
15.188,4999.063,1658.094,4.304
15.238,5003.182,1662.843,4.306
15.288,5007.217,1667.588,4.25
15.338,5011.169,1672.329,4.183
15.388,5015.037,1677.067,4.184
15.438,5018.821,1681.801,4.141
15.488,5022.52,1686.532,4.098
15.538,5026.136,1691.26,3.995
15.588,5029.666,1695.986,4.025
15.638,5033.112,1700.709,4.06
15.688,5036.474,1705.43,4.132
15.738,5039.752,1710.147,4.124
15.788,5042.947,1714.861,4.221
15.838,5046.058,1719.573,4.316
15.888,5049.088,1724.28,4.257
15.938,5052.035,1728.984,4.171
15.988,5054.901,1733.684,4.135
16.038,5057.686,1738.379,4.12
16.088,5060.391,1743.071,4.017
16.138,5063.015,1747.758,3.962
16.188,5065.559,1752.44,3.933
16.238,5068.024,1757.118,3.917
16.288,5070.41,1761.791,3.892
16.338,5072.716,1766.46,3.921
16.388,5074.943,1771.124,3.941
16.438,5077.091,1775.784,3.909
16.488,5079.159,1780.44,3.857
16.538,5081.148,1785.092,3.818
16.588,5083.059,1789.739,3.812
16.638,5084.892,1794.381,3.797
16.688,5086.646,1799.02,3.776
16.738,5088.322,1803.653,3.787
16.788,5089.92,1808.283,3.809
16.838,5091.439,1812.908,3.861
16.888,5092.881,1817.529,3.909
16.938,5094.243,1822.146,3.962
16.988,5095.526,1826.76,4.004
17.038,5096.73,1831.37,4.008
17.088,5097.854,1835.977,4.012
17.138,5098.899,1840.58,4.019
17.188,5099.865,1845.18,4.036
17.238,5100.752,1849.776,4.064
17.288,5101.559,1854.369,4.109
17.338,5102.287,1858.959,4.125
17.388,5102.934,1863.545,4.139
17.438,5103.503,1868.128,4.156
17.488,5103.991,1872.708,4.162
17.538,5104.4,1877.284,4.179
17.588,5104.729,1881.858,4.196
17.638,5104.978,1886.428,4.214
17.688,5105.148,1890.994,4.228
17.738,5105.237,1895.558,4.239
# Event APOGEE occurred at t=17.788 seconds
17.788,5105.247,1900.118,4.25
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=17.789 seconds
17.838,5105.177,1904.674,4.259
17.842,5105.169,1904.965,NaN
17.929,5104.847,1912.781,NaN
18.014,5104.311,1920.042,NaN
18.142,5103.086,1930.579,NaN
18.249,5101.711,1938.859,NaN
18.428,5098.673,1952.052,NaN
18.592,5095.113,1963.378,NaN
19.005,5083.098,1988.711,NaN
19.259,5073.647,2002.226,NaN
19.541,5061.414,2015.787,NaN
19.886,5044.163,2030.505,NaN
20.386,5014.952,2048.581,NaN
20.886,4981.34,2062.979,NaN
21.386,4943.989,2074.008,NaN
21.886,4903.48,2082.099,NaN
22.386,4860.372,2087.612,NaN
22.886,4815.187,2090.856,NaN
23.386,4768.328,2092.317,NaN
23.886,4720.198,2092.212,NaN
24.386,4671.139,2090.65,NaN
24.886,4621.394,2087.814,NaN
25.386,4571.178,2083.682,NaN
25.886,4520.632,2078.328,NaN
26.386,4469.824,2072.087,NaN
26.886,4418.816,2065.228,NaN
27.386,4367.679,2057.81,NaN
27.886,4316.463,2049.827,NaN
28.386,4265.203,2041.336,NaN
28.886,4213.916,2032.476,NaN
29.386,4162.621,2023.29,NaN
29.886,4111.333,2013.835,NaN
30.386,4060.059,2004.182,NaN
30.886,4008.806,1994.375,NaN
31.386,3957.58,1984.569,NaN
31.886,3906.385,1974.887,NaN
32.386,3855.224,1965.229,NaN
32.886,3804.102,1955.367,NaN
33.386,3753.02,1945.219,NaN
33.886,3701.977,1934.814,NaN
34.386,3650.973,1924.198,NaN
34.886,3600.005,1913.416,NaN
35.386,3549.075,1902.528,NaN
35.886,3498.182,1891.634,NaN
36.386,3447.327,1880.693,NaN
36.886,3396.512,1869.6,NaN
37.386,3345.735,1858.464,NaN
37.886,3294.995,1847.385,NaN
38.386,3244.294,1836.272,NaN
38.886,3193.63,1825.122,NaN
39.386,3143.005,1813.929,NaN
39.886,3092.418,1802.697,NaN
40.386,3041.869,1791.498,NaN
40.886,2991.361,1780.144,NaN
41.386,2940.894,1768.537,NaN
41.886,2890.463,1756.879,NaN
42.386,2840.068,1745.201,NaN
42.886,2789.709,1733.418,NaN
43.386,2739.388,1721.604,NaN
43.886,2689.102,1709.828,NaN
44.386,2638.853,1698.035,NaN
44.886,2588.641,1686.235,NaN
45.386,2538.467,1674.534,NaN
45.886,2488.332,1662.825,NaN
46.386,2438.241,1650.808,NaN
46.886,2388.193,1638.597,NaN
47.386,2338.182,1626.589,NaN
47.886,2288.215,1614.975,NaN
48.386,2238.292,1603.81,NaN
48.886,2188.407,1592.962,NaN
49.386,2138.553,1582.265,NaN
49.886,2088.732,1571.608,NaN
50.386,2038.946,1560.819,NaN
50.886,1989.195,1549.955,NaN
51.386,1939.48,1539.208,NaN
51.886,1889.802,1528.47,NaN
52.386,1840.16,1517.573,NaN
52.886,1790.556,1506.487,NaN
53.386,1740.988,1495.356,NaN
53.886,1691.455,1484.277,NaN
54.386,1641.959,1473.083,NaN
54.886,1592.499,1461.737,NaN
55.386,1543.075,1450.4,NaN
55.886,1493.686,1439.067,NaN
56.386,1444.332,1427.624,NaN
56.886,1395.015,1416.137,NaN
57.386,1345.733,1404.581,NaN
57.886,1296.488,1393.02,NaN
58.386,1247.282,1381.726,NaN
58.886,1198.114,1370.717,NaN
59.386,1148.979,1359.804,NaN
59.886,1099.878,1348.755,NaN
60.386,1050.813,1337.511,NaN
60.886,1001.78,1326.196,NaN
61.386,952.781,1314.911,NaN
61.886,903.82,1303.834,NaN
62.386,854.897,1293.023,NaN
62.886,806.009,1282.408,NaN
63.386,757.157,1271.982,NaN
63.886,708.339,1261.691,NaN
64.386,659.556,1251.405,NaN
64.886,610.808,1240.968,NaN
65.386,562.097,1230.475,NaN
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=65.387 seconds
65.886,513.419,1219.977,NaN
65.888,513.234,1219.936,NaN
65.889,513.139,1219.915,NaN
65.89,513.044,1219.894,NaN
65.891,512.951,1219.873,NaN
65.892,512.858,1219.851,NaN
65.893,512.766,1219.83,NaN
65.894,512.674,1219.809,NaN
65.895,512.584,1219.788,NaN
65.896,512.494,1219.767,NaN
65.897,512.405,1219.745,NaN
65.898,512.316,1219.724,NaN
65.899,512.229,1219.703,NaN
65.9,512.142,1219.682,NaN
65.901,512.055,1219.66,NaN
65.902,511.97,1219.639,NaN
65.903,511.885,1219.618,NaN
65.904,511.8,1219.597,NaN
65.905,511.716,1219.575,NaN
65.906,511.633,1219.554,NaN
65.907,511.551,1219.533,NaN
65.908,511.469,1219.511,NaN
65.909,511.388,1219.49,NaN
65.91,511.307,1219.469,NaN
65.911,511.227,1219.447,NaN
65.912,511.147,1219.426,NaN
65.913,511.068,1219.405,NaN
65.914,510.99,1219.383,NaN
65.915,510.912,1219.362,NaN
65.916,510.834,1219.341,NaN
65.917,510.757,1219.319,NaN
65.918,510.681,1219.298,NaN
65.919,510.605,1219.276,NaN
65.92,510.53,1219.255,NaN
65.921,510.455,1219.234,NaN
65.922,510.381,1219.212,NaN
65.923,510.307,1219.191,NaN
65.924,510.234,1219.169,NaN
65.925,510.161,1219.148,NaN
65.926,510.088,1219.126,NaN
65.927,510.016,1219.105,NaN
65.928,509.945,1219.084,NaN
65.929,509.874,1219.062,NaN
65.93,509.803,1219.041,NaN
65.931,509.733,1219.019,NaN
65.932,509.663,1218.998,NaN
65.933,509.594,1218.976,NaN
65.934,509.525,1218.955,NaN
65.935,509.456,1218.933,NaN
65.936,509.388,1218.912,NaN
65.937,509.321,1218.89,NaN
65.938,509.253,1218.869,NaN
65.939,509.186,1218.847,NaN
65.94,509.12,1218.826,NaN
65.941,509.054,1218.804,NaN
65.942,508.988,1218.783,NaN
65.943,508.923,1218.762,NaN
65.944,508.858,1218.74,NaN
65.945,508.793,1218.719,NaN
65.946,508.729,1218.697,NaN
65.947,508.665,1218.676,NaN
65.948,508.601,1218.654,NaN
65.949,508.538,1218.633,NaN
65.95,508.475,1218.611,NaN
65.951,508.412,1218.589,NaN
65.952,508.35,1218.568,NaN
65.953,508.288,1218.546,NaN
65.954,508.227,1218.525,NaN
65.955,508.165,1218.503,NaN
65.956,508.104,1218.482,NaN
65.957,508.044,1218.46,NaN
65.958,507.983,1218.439,NaN
65.959,507.923,1218.417,NaN
65.96,507.864,1218.396,NaN
65.961,507.804,1218.374,NaN
65.962,507.745,1218.353,NaN
65.963,507.686,1218.331,NaN
65.964,507.627,1218.309,NaN
65.965,507.566,1218.287,NaN
65.966,507.506,1218.264,NaN
65.967,507.444,1218.241,NaN
65.968,507.382,1218.218,NaN
65.969,507.319,1218.194,NaN
65.97,507.255,1218.17,NaN
65.971,507.19,1218.145,NaN
65.972,507.125,1218.12,NaN
65.974,507.059,1218.095,NaN
65.975,506.992,1218.069,NaN
65.976,506.925,1218.042,NaN
65.977,506.856,1218.015,NaN
65.979,506.786,1217.988,NaN
65.98,506.716,1217.96,NaN
65.981,506.645,1217.931,NaN
65.983,506.573,1217.902,NaN
65.984,506.499,1217.873,NaN
65.985,506.425,1217.842,NaN
65.987,506.35,1217.812,NaN
65.988,506.274,1217.78,NaN
65.99,506.196,1217.748,NaN
65.991,506.118,1217.715,NaN
65.993,506.038,1217.682,NaN
65.994,505.958,1217.647,NaN
65.996,505.876,1217.612,NaN
65.998,505.792,1217.577,NaN
65.999,505.708,1217.54,NaN
66.001,505.622,1217.503,NaN
66.003,505.535,1217.464,NaN
66.005,505.447,1217.425,NaN
66.007,505.357,1217.385,NaN
66.008,505.266,1217.344,NaN
66.01,505.173,1217.302,NaN
66.012,505.079,1217.259,NaN
66.014,504.983,1217.215,NaN
66.016,504.885,1217.17,NaN
66.019,504.785,1217.123,NaN
66.021,504.684,1217.076,NaN
66.023,504.581,1217.027,NaN
66.025,504.475,1216.976,NaN
66.028,504.368,1216.924,NaN
66.03,504.259,1216.871,NaN
66.033,504.147,1216.816,NaN
66.035,504.033,1216.76,NaN
66.038,503.916,1216.702,NaN
66.041,503.797,1216.642,NaN
66.044,503.675,1216.58,NaN
66.047,503.551,1216.516,NaN
66.05,503.424,1216.45,NaN
66.053,503.293,1216.382,NaN
66.056,503.16,1216.311,NaN
66.059,503.023,1216.238,NaN
66.063,502.883,1216.163,NaN
66.067,502.739,1216.085,NaN
66.07,502.591,1216.003,NaN
66.074,502.439,1215.919,NaN
66.078,502.283,1215.831,NaN
66.083,502.123,1215.74,NaN
66.087,501.957,1215.645,NaN
66.092,501.787,1215.546,NaN
66.096,501.611,1215.442,NaN
66.101,501.429,1215.334,NaN
66.107,501.241,1215.22,NaN
66.112,501.048,1215.102,NaN
66.118,500.849,1214.978,NaN
66.124,500.641,1214.847,NaN
66.13,500.426,1214.71,NaN
66.137,500.202,1214.565,NaN
66.144,499.969,1214.412,NaN
66.152,499.725,1214.249,NaN
66.16,499.468,1214.076,NaN
66.168,499.212,1213.9,NaN
66.177,498.943,1213.713,NaN
66.186,498.66,1213.512,NaN
66.196,498.361,1213.297,NaN
66.207,498.045,1213.065,NaN
66.219,497.697,1212.804,NaN
66.232,497.331,1212.524,NaN
66.246,496.939,1212.219,NaN
66.262,496.519,1211.884,NaN
66.279,496.062,1211.511,NaN
66.298,495.566,1211.097,NaN
66.32,495.024,1210.634,NaN
66.344,494.427,1210.112,NaN
66.372,493.763,1209.515,NaN
66.404,493.02,1208.829,NaN
66.441,492.174,1208.025,NaN
66.485,491.214,1207.085,NaN
66.534,490.165,1206.024,NaN
66.593,488.924,1204.721,NaN
66.656,487.661,1203.34,NaN
66.769,485.431,1200.758,NaN
66.842,484.021,1199.051,NaN
67.146,478.314,1191.81,NaN
67.455,472.611,1184.277,NaN
67.955,463.359,1171.707,NaN
68.069,461.261,1168.848,NaN
68.175,459.323,1166.312,NaN
68.248,457.986,1164.626,NaN
68.525,453,1158.896,NaN
68.594,451.758,1157.586,NaN
68.728,449.325,1155.056,NaN
68.815,447.734,1153.409,NaN
69.057,443.298,1148.665,NaN
69.552,434.158,1138.293,NaN
70.052,424.925,1126.991,NaN
70.552,415.678,1115.137,NaN
71.052,406.424,1103.393,NaN
71.552,397.198,1092.284,NaN
72.033,388.288,1081.988,NaN
72.3,383.373,1076.079,NaN
72.8,374.208,1063.801,NaN
72.954,371.383,1059.82,NaN
73.325,364.565,1050.736,NaN
73.611,359.294,1044.085,NaN
74.111,350.06,1032.878,NaN
74.611,340.851,1022.517,NaN
74.857,336.33,1017.612,NaN
75.357,327.116,1006.997,NaN
75.65,321.716,1000.581,NaN
76.15,312.477,989.906,NaN
76.392,308.021,984.647,NaN
76.505,305.929,982.103,NaN
76.684,302.645,978.121,NaN
76.984,297.101,971.44,NaN
77.484,287.88,960.775,NaN
77.773,282.557,954.716,NaN
78.109,276.368,947.216,NaN
78.342,272.093,941.8,NaN
78.758,264.427,931.858,NaN
79.258,255.206,919.333,NaN
79.758,245.981,906.285,NaN
80.258,236.75,893.071,NaN
80.758,227.524,880.095,NaN
81.058,222.022,872.732,NaN
81.213,219.179,869.09,NaN
81.345,216.747,865.964,NaN
81.845,207.544,853.655,NaN
81.993,204.834,849.988,NaN
82.493,195.715,838.76,NaN
82.68,192.292,834.864,NaN
82.767,190.715,833.034,NaN
82.832,189.511,831.601,NaN
83.061,185.324,826.519,NaN
83.561,176.114,814.931,NaN
84.061,166.929,802.519,NaN
84.269,163.109,797.187,NaN
84.769,153.905,784.874,NaN
85.067,148.458,778.072,NaN
85.203,145.972,775.122,NaN
85.373,142.857,771.429,NaN
85.784,135.287,762.165,NaN
86.284,126.102,750.111,NaN
86.568,120.887,743.062,NaN
87.068,111.694,731.186,NaN
87.568,102.486,719.76,NaN
88.068,93.272,708.48,NaN
88.568,84.064,697.317,NaN
88.929,77.431,688.981,NaN
89.086,74.552,685.264,NaN
89.586,65.37,673.977,NaN
90.086,56.173,663.365,NaN
90.363,51.078,657.475,NaN
90.858,42.044,646.014,NaN
91.173,36.264,638.221,NaN
91.673,27.06,625.756,NaN
91.998,21.099,617.854,NaN
92.292,15.715,610.977,NaN
92.792,6.517,599.479,NaN
# Event GROUND_HIT occurred at t=93.146 seconds
# Event SIMULATION_END occurred at t=93.146 seconds
93.146,0,591.546,NaN
