# L1420 - 10 wind (Up to date)
# 727 data points written for 4 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (79.6 ft/s)
#
# Time (s),Altitude (ft),Lateral distance (ft),Stability margin calibers (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
14.345,4991.215,1363.205,4.173
14.395,4997.001,1367.423,4.208
14.445,5002.704,1371.636,4.292
14.495,5008.322,1375.846,4.318
14.545,5013.856,1380.052,4.305
14.595,5019.305,1384.255,4.191
14.645,5024.67,1388.455,4.23
14.695,5029.95,1392.652,4.221
14.745,5035.145,1396.847,4.235
14.795,5040.256,1401.039,4.22
14.845,5045.282,1405.229,4.219
14.895,5050.225,1409.416,4.29
14.945,5055.083,1413.6,4.32
14.995,5059.858,1417.781,4.286
15.045,5064.549,1421.959,4.294
15.095,5069.157,1426.133,4.202
15.145,5073.682,1430.304,4.192
15.195,5078.125,1434.471,4.12
15.245,5082.486,1438.635,4.05
15.295,5086.765,1442.793,4.101
15.345,5090.962,1446.948,4.054
15.395,5095.078,1451.099,3.994
15.445,5099.113,1455.245,3.898
15.495,5103.067,1459.387,3.869
15.545,5106.94,1463.523,3.851
15.595,5110.733,1467.654,3.89
15.645,5114.446,1471.781,3.826
15.695,5118.079,1475.903,3.839
15.745,5121.632,1480.02,3.897
15.795,5125.104,1484.133,3.896
15.845,5128.496,1488.241,3.922
15.895,5131.808,1492.345,3.987
15.945,5135.039,1496.445,4.021
15.995,5138.189,1500.541,4.006
16.045,5141.259,1504.634,3.968
16.095,5144.248,1508.723,3.936
16.145,5147.157,1512.808,3.971
16.195,5149.986,1516.889,3.979
16.245,5152.735,1520.967,4.002
16.295,5155.403,1525.041,4.028
16.345,5157.991,1529.112,4.018
16.395,5160.498,1533.18,3.991
16.445,5162.925,1537.244,4.055
16.495,5165.272,1541.304,4.097
16.545,5167.538,1545.362,4.156
16.595,5169.724,1549.417,4.122
16.645,5171.829,1553.469,4.169
16.695,5173.853,1557.518,4.142
16.745,5175.797,1561.564,4.129
16.795,5177.66,1565.608,4.165
16.845,5179.442,1569.649,4.137
16.895,5181.144,1573.687,4.148
16.945,5182.766,1577.722,4.141
16.995,5184.307,1581.755,4.114
17.045,5185.768,1585.785,4.077
17.095,5187.149,1589.812,4.045
17.145,5188.45,1593.837,4.05
17.195,5189.671,1597.859,4.018
17.245,5190.813,1601.879,4.015
17.295,5191.875,1605.896,3.986
17.345,5192.857,1609.91,3.963
17.395,5193.76,1613.922,3.935
17.445,5194.584,1617.931,3.9
17.495,5195.328,1621.937,3.866
17.545,5195.994,1625.941,3.853
17.595,5196.581,1629.943,3.827
17.645,5197.089,1633.942,3.818
17.695,5197.519,1637.938,3.796
17.745,5197.871,1641.932,3.767
17.795,5198.144,1645.924,3.742
17.845,5198.338,1649.913,3.725
17.895,5198.455,1653.9,3.712
# Event APOGEE occurred at t=17.945 seconds
17.945,5198.494,1657.885,3.701
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=17.946 seconds
17.995,5198.455,1661.867,3.695
17.999,5198.449,1662.18,NaN
18.128,5197.966,1672.258,NaN
18.309,5196.425,1685.572,NaN
18.565,5192.565,1703.183,NaN
18.768,5188.197,1716.085,NaN
19.071,5179.583,1734.045,NaN
19.532,5162.026,1758.42,NaN
20.005,5138.831,1780.142,NaN
20.505,5109.21,1799.878,NaN
21.005,5075.079,1816.447,NaN
21.505,5037.191,1829.953,NaN
22.005,4996.235,1840.543,NaN
22.505,4952.773,1848.547,NaN
23.005,4907.279,1854.373,NaN
23.505,4860.234,1858.161,NaN
24.005,4812.027,1860.049,NaN
24.505,4762.903,1860.447,NaN
25.005,4713.061,1859.795,NaN
25.505,4662.687,1858.379,NaN
26.005,4611.934,1856.395,NaN
26.505,4560.926,1853.889,NaN
27.005,4509.759,1850.766,NaN
27.505,4458.492,1847.059,NaN
28.005,4407.163,1842.829,NaN
28.505,4355.801,1838.106,NaN
29.005,4304.422,1833.028,NaN
29.505,4253.039,1827.705,NaN
30.005,4201.664,1822.191,NaN
30.505,4150.306,1816.545,NaN
31.005,4098.975,1810.691,NaN
31.505,4047.677,1804.58,NaN
32.005,3996.413,1798.237,NaN
32.505,3945.184,1791.696,NaN
33.005,3893.99,1785.031,NaN
33.505,3842.833,1778.223,NaN
34.005,3791.713,1771.317,NaN
34.505,3740.632,1764.323,NaN
35.005,3689.588,1757.247,NaN
35.505,3638.584,1750.122,NaN
36.005,3587.618,1742.989,NaN
36.505,3536.69,1735.866,NaN
37.005,3485.802,1728.715,NaN
37.505,3434.953,1721.462,NaN
38.005,3384.144,1714.137,NaN
38.505,3333.373,1706.765,NaN
39.005,3282.642,1699.363,NaN
39.505,3231.948,1691.994,NaN
40.005,3181.292,1684.678,NaN
40.505,3130.675,1677.39,NaN
41.005,3080.097,1670.006,NaN
41.505,3029.558,1662.456,NaN
42.005,2979.057,1654.799,NaN
42.505,2928.592,1647.143,NaN
43.005,2878.166,1639.578,NaN
43.505,2827.78,1632.26,NaN
44.005,2777.436,1625.251,NaN
44.505,2727.129,1618.433,NaN
45.005,2676.856,1611.658,NaN
45.505,2626.618,1604.851,NaN
46.005,2576.416,1598.048,NaN
46.505,2526.252,1591.186,NaN
47.005,2476.126,1584.195,NaN
47.505,2426.038,1577.099,NaN
48.005,2375.987,1569.958,NaN
48.505,2325.974,1562.867,NaN
49.005,2276,1555.879,NaN
49.505,2226.063,1548.975,NaN
50.005,2176.165,1542.166,NaN
50.505,2126.304,1535.501,NaN
51.005,2076.482,1528.95,NaN
51.505,2026.696,1522.47,NaN
52.005,1976.947,1516.02,NaN
52.505,1927.236,1509.464,NaN
53.005,1877.563,1502.791,NaN
53.505,1827.93,1495.951,NaN
54.005,1778.334,1488.936,NaN
54.505,1728.774,1481.999,NaN
55.005,1679.25,1475.188,NaN
55.505,1629.761,1468.383,NaN
56.005,1580.308,1461.482,NaN
56.505,1530.891,1454.573,NaN
57.005,1481.51,1447.71,NaN
57.505,1432.164,1440.789,NaN
58.005,1382.853,1433.755,NaN
58.505,1333.579,1426.598,NaN
59.005,1284.34,1419.377,NaN
59.505,1235.137,1412.252,NaN
60.005,1185.97,1405.252,NaN
60.505,1136.837,1398.279,NaN
61.005,1087.738,1391.277,NaN
61.505,1038.674,1384.24,NaN
62.005,989.645,1377.241,NaN
62.505,940.651,1370.377,NaN
63.005,891.695,1363.649,NaN
63.505,842.773,1356.955,NaN
64.005,793.886,1350.247,NaN
64.505,745.038,1343.394,NaN
65.005,696.228,1336.298,NaN
65.505,647.453,1329.029,NaN
66.005,598.715,1321.58,NaN
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=66.006 seconds
66.505,550.014,1313.936,NaN
66.507,549.828,1313.906,NaN
66.508,549.733,1313.89,NaN
66.509,549.638,1313.875,NaN
66.51,549.545,1313.859,NaN
66.511,549.452,1313.844,NaN
66.512,549.36,1313.828,NaN
66.513,549.268,1313.813,NaN
66.514,549.178,1313.797,NaN
66.515,549.088,1313.781,NaN
66.516,548.999,1313.766,NaN
66.517,548.91,1313.75,NaN
66.518,548.822,1313.734,NaN
66.519,548.735,1313.719,NaN
66.52,548.649,1313.703,NaN
66.521,548.563,1313.687,NaN
66.522,548.478,1313.671,NaN
66.523,548.394,1313.656,NaN
66.524,548.31,1313.64,NaN
66.525,548.227,1313.624,NaN
66.526,548.144,1313.608,NaN
66.527,548.062,1313.592,NaN
66.528,547.981,1313.576,NaN
66.529,547.9,1313.561,NaN
66.53,547.82,1313.545,NaN
66.531,547.74,1313.529,NaN
66.532,547.661,1313.513,NaN
66.533,547.583,1313.497,NaN
66.534,547.505,1313.481,NaN
66.535,547.427,1313.465,NaN
66.536,547.35,1313.449,NaN
66.537,547.274,1313.433,NaN
66.538,547.198,1313.417,NaN
66.539,547.123,1313.401,NaN
66.54,547.048,1313.385,NaN
66.541,546.974,1313.369,NaN
66.542,546.9,1313.353,NaN
66.543,546.826,1313.337,NaN
66.544,546.753,1313.321,NaN
66.545,546.681,1313.305,NaN
66.546,546.609,1313.288,NaN
66.547,546.537,1313.272,NaN
66.548,546.466,1313.256,NaN
66.549,546.396,1313.24,NaN
66.55,546.325,1313.224,NaN
66.551,546.255,1313.208,NaN
66.552,546.186,1313.192,NaN
66.553,546.117,1313.175,NaN
66.554,546.049,1313.159,NaN
66.555,545.98,1313.143,NaN
66.556,545.913,1313.127,NaN
66.557,545.845,1313.111,NaN
66.558,545.778,1313.094,NaN
66.559,545.712,1313.078,NaN
66.56,545.646,1313.062,NaN
66.561,545.58,1313.046,NaN
66.562,545.514,1313.029,NaN
66.563,545.449,1313.013,NaN
66.564,545.385,1312.997,NaN
66.565,545.32,1312.98,NaN
66.566,545.256,1312.964,NaN
66.567,545.193,1312.948,NaN
66.568,545.129,1312.931,NaN
66.569,545.066,1312.915,NaN
66.57,545.004,1312.899,NaN
66.571,544.941,1312.882,NaN
66.572,544.88,1312.866,NaN
66.573,544.818,1312.85,NaN
66.574,544.757,1312.833,NaN
66.575,544.696,1312.817,NaN
66.576,544.635,1312.8,NaN
66.577,544.575,1312.784,NaN
66.578,544.515,1312.768,NaN
66.579,544.455,1312.751,NaN
66.58,544.395,1312.735,NaN
66.581,544.336,1312.718,NaN
66.582,544.277,1312.702,NaN
66.583,544.218,1312.685,NaN
66.584,544.158,1312.668,NaN
66.585,544.097,1312.651,NaN
66.586,544.035,1312.633,NaN
66.587,543.973,1312.615,NaN
66.588,543.91,1312.597,NaN
66.589,543.846,1312.579,NaN
66.59,543.782,1312.56,NaN
66.591,543.717,1312.541,NaN
66.592,543.651,1312.521,NaN
66.594,543.584,1312.501,NaN
66.595,543.516,1312.481,NaN
66.596,543.447,1312.46,NaN
66.597,543.378,1312.439,NaN
66.599,543.308,1312.418,NaN
66.6,543.237,1312.396,NaN
66.601,543.164,1312.374,NaN
66.603,543.091,1312.351,NaN
66.604,543.017,1312.328,NaN
66.606,542.942,1312.304,NaN
66.607,542.866,1312.28,NaN
66.609,542.789,1312.255,NaN
66.61,542.71,1312.23,NaN
66.612,542.631,1312.205,NaN
66.613,542.55,1312.178,NaN
66.615,542.468,1312.151,NaN
66.616,542.385,1312.124,NaN
66.618,542.301,1312.096,NaN
66.62,542.215,1312.067,NaN
66.622,542.128,1312.038,NaN
66.623,542.039,1312.008,NaN
66.625,541.949,1311.977,NaN
66.627,541.858,1311.945,NaN
66.629,541.765,1311.913,NaN
66.631,541.67,1311.88,NaN
66.633,541.574,1311.846,NaN
66.635,541.476,1311.811,NaN
66.637,541.376,1311.775,NaN
66.64,541.274,1311.738,NaN
66.642,541.171,1311.7,NaN
66.644,541.065,1311.661,NaN
66.647,540.957,1311.621,NaN
66.649,540.847,1311.58,NaN
66.652,540.735,1311.538,NaN
66.654,540.621,1311.494,NaN
66.657,540.504,1311.449,NaN
66.66,540.385,1311.403,NaN
66.663,540.263,1311.355,NaN
66.666,540.138,1311.306,NaN
66.669,540.011,1311.255,NaN
66.672,539.88,1311.202,NaN
66.675,539.746,1311.147,NaN
66.678,539.609,1311.091,NaN
66.682,539.469,1311.032,NaN
66.685,539.324,1310.972,NaN
66.689,539.176,1310.909,NaN
66.693,539.024,1310.843,NaN
66.697,538.867,1310.775,NaN
66.701,538.706,1310.704,NaN
66.706,538.54,1310.63,NaN
66.711,538.369,1310.553,NaN
66.715,538.192,1310.473,NaN
66.72,538.01,1310.389,NaN
66.726,537.821,1310.301,NaN
66.731,537.626,1310.209,NaN
66.737,537.424,1310.112,NaN
66.743,537.214,1310.01,NaN
66.75,536.996,1309.903,NaN
66.756,536.769,1309.79,NaN
66.764,536.535,1309.671,NaN
66.771,536.29,1309.545,NaN
66.779,536.035,1309.412,NaN
66.788,535.767,1309.27,NaN
66.797,535.485,1309.118,NaN
66.807,535.189,1308.955,NaN
66.817,534.877,1308.78,NaN
66.828,534.554,1308.596,NaN
66.84,534.211,1308.397,NaN
66.853,533.845,1308.18,NaN
66.868,533.449,1307.941,NaN
66.884,533.019,1307.677,NaN
66.901,532.555,1307.386,NaN
66.921,532.051,1307.063,NaN
66.943,531.504,1306.705,NaN
66.967,530.9,1306.302,NaN
66.996,530.224,1305.841,NaN
67.029,529.462,1305.31,NaN
67.067,528.594,1304.695,NaN
67.113,527.588,1303.968,NaN
67.166,526.469,1303.147,NaN
67.238,524.98,1302.035,NaN
67.331,523.124,1300.635,NaN
67.437,521.064,1299.074,NaN
67.586,518.212,1296.934,NaN
67.745,515.232,1294.738,NaN
68.149,507.732,1289.274,NaN
68.649,498.468,1282.515,NaN
69.004,491.914,1277.934,NaN
69.133,489.533,1276.315,NaN
69.633,480.316,1269.31,NaN
70.034,472.887,1263.167,NaN
70.534,463.632,1255.173,NaN
71.034,454.375,1246.919,NaN
71.534,445.113,1238.624,NaN
72.034,435.857,1230.325,NaN
72.534,426.601,1221.928,NaN
73.023,417.565,1213.814,NaN
73.523,408.323,1206.088,NaN
74.023,399.072,1198.686,NaN
74.523,389.834,1190.923,NaN
75.023,380.6,1182.497,NaN
75.338,374.783,1177.146,NaN
75.838,365.547,1169.158,NaN
76.338,356.301,1161.538,NaN
76.838,347.057,1154.15,NaN
77.338,337.813,1146.885,NaN
77.838,328.572,1139.771,NaN
78.326,319.55,1132.78,NaN
78.598,314.528,1128.91,NaN
78.948,308.072,1124.219,NaN
79.264,302.247,1119.968,NaN
79.764,293.018,1112.798,NaN
80.113,286.573,1107.764,NaN
80.578,277.978,1101.281,NaN
81.078,268.749,1094.082,NaN
81.578,259.517,1086.693,NaN
82.078,250.283,1079.248,NaN
82.578,241.054,1071.768,NaN
83.078,231.824,1064.492,NaN
83.578,222.595,1057.298,NaN
84.078,213.373,1049.816,NaN
84.55,204.674,1042.689,NaN
85.05,195.451,1035.129,NaN
85.28,191.223,1031.715,NaN
85.397,189.079,1030.052,NaN
85.897,179.861,1022.814,NaN
86.397,170.646,1015.764,NaN
86.837,162.542,1009.678,NaN
87.337,153.322,1002.504,NaN
87.837,144.122,994.848,NaN
88.271,136.132,987.955,NaN
88.771,126.927,980.418,NaN
89.271,117.721,973.397,NaN
89.547,112.643,969.46,NaN
89.919,105.798,963.779,NaN
90.283,99.095,958.173,NaN
90.625,92.801,953.252,NaN
90.907,87.637,949.478,NaN
91.407,78.428,942.893,NaN
91.907,69.226,936.141,NaN
92.407,60.023,929.321,NaN
92.907,50.818,922.785,NaN
93.184,45.731,919.036,NaN
93.684,36.592,911.228,NaN
93.833,33.876,908.756,NaN
94.018,30.491,905.803,NaN
94.518,21.301,898.191,NaN
95.018,12.1,890.956,NaN
95.518,2.905,884.024,NaN
# Event GROUND_HIT occurred at t=95.675 seconds
# Event SIMULATION_END occurred at t=95.675 seconds
95.675,0,881.904,NaN
