# L1420 - 0 wind (Up to date)
# 721 data points written for 4 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (97.4 ft/s)
#
# Time (s),Altitude (ft),Lateral distance (ft),Stability margin calibers (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
14.69,5154.842,791.21,4.249
14.74,5160.503,793.647,4.243
14.79,5166.082,796.082,4.238
14.84,5171.576,798.515,4.232
14.89,5176.988,800.946,4.226
14.94,5182.316,803.375,4.219
14.99,5187.562,805.802,4.212
15.04,5192.724,808.228,4.204
15.09,5197.803,810.651,4.196
15.14,5202.8,813.072,4.188
15.19,5207.714,815.492,4.179
15.24,5212.546,817.909,4.169
15.29,5217.295,820.325,4.159
15.34,5221.961,822.738,4.149
15.39,5226.545,825.15,4.137
15.44,5231.047,827.56,4.125
15.49,5235.467,829.968,4.112
15.54,5239.805,832.373,4.098
15.59,5244.061,834.777,4.083
15.64,5248.235,837.179,4.068
15.69,5252.327,839.579,4.051
15.74,5256.338,841.977,4.033
15.79,5260.267,844.373,4.015
15.84,5264.115,846.767,3.995
15.89,5267.881,849.159,3.974
15.94,5271.565,851.549,3.951
15.99,5275.169,853.937,3.927
16.04,5278.691,856.322,3.902
16.09,5282.133,858.706,3.875
16.14,5285.493,861.088,3.847
16.19,5288.772,863.467,3.816
16.24,5291.971,865.845,3.785
16.29,5295.089,868.22,3.751
16.34,5298.126,870.593,3.715
16.39,5301.083,872.964,3.678
16.44,5303.959,875.332,3.638
16.49,5306.755,877.699,3.596
16.54,5309.471,880.063,3.552
16.59,5312.107,882.425,3.506
16.64,5314.663,884.784,3.458
16.69,5317.138,887.141,3.407
16.74,5319.534,889.496,3.354
16.79,5321.85,891.848,3.299
16.84,5324.087,894.198,3.242
16.89,5326.244,896.545,3.182
16.94,5328.322,898.89,3.12
16.99,5330.32,901.232,3.055
17.04,5332.24,903.572,2.989
17.09,5334.08,905.908,2.92
17.14,5335.842,908.242,2.85
17.19,5337.525,910.574,2.777
17.24,5339.129,912.902,2.704
17.29,5340.655,915.227,2.628
17.34,5342.103,917.55,2.552
17.39,5343.473,919.869,2.474
17.44,5344.765,922.186,2.396
17.49,5345.979,924.499,2.317
17.54,5347.116,926.809,2.238
17.59,5348.175,929.116,2.159
17.64,5349.158,931.419,2.08
17.69,5350.063,933.72,2.002
17.74,5350.892,936.016,1.925
17.79,5351.645,938.309,1.849
17.84,5352.322,940.599,1.774
17.89,5352.923,942.885,1.702
17.94,5353.449,945.167,1.631
17.99,5353.9,947.446,1.562
18.04,5354.276,949.72,1.496
18.09,5354.577,951.991,1.433
18.14,5354.805,954.258,1.372
18.19,5354.959,956.522,1.313
18.24,5355.039,958.781,1.258
# Event APOGEE occurred at t=18.29 seconds
18.29,5355.047,961.037,1.204
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=18.291 seconds
18.34,5354.982,963.289,1.153
18.345,5354.971,963.516,NaN
18.845,5349.895,985.256,NaN
19.345,5337.128,1005.542,NaN
19.845,5317.255,1024.383,NaN
20.345,5290.984,1041.699,NaN
20.808,5261.654,1056.313,NaN
21.264,5228.85,1069.313,NaN
21.743,5190.936,1081.504,NaN
22.243,5148.251,1092.713,NaN
22.743,5103.124,1102.46,NaN
23.243,5056.153,1110.876,NaN
23.743,5007.814,1118.103,NaN
24.243,4958.477,1124.282,NaN
24.743,4908.422,1129.548,NaN
25.243,4857.856,1134.027,NaN
25.743,4806.934,1137.829,NaN
26.243,4755.766,1141.053,NaN
26.743,4704.434,1143.785,NaN
27.243,4652.995,1146.097,NaN
27.743,4601.492,1148.055,NaN
28.243,4549.955,1149.712,NaN
28.743,4498.405,1151.114,NaN
29.243,4446.856,1152.301,NaN
29.743,4395.32,1153.306,NaN
30.243,4343.804,1154.156,NaN
30.743,4292.315,1154.877,NaN
31.243,4240.855,1155.488,NaN
31.743,4189.428,1156.007,NaN
32.243,4138.037,1156.447,NaN
32.743,4086.683,1156.821,NaN
33.243,4035.366,1157.139,NaN
33.743,3984.089,1157.411,NaN
34.243,3932.851,1157.642,NaN
34.743,3881.653,1157.841,NaN
35.243,3830.494,1158.011,NaN
35.743,3779.375,1158.157,NaN
36.243,3728.296,1158.283,NaN
36.743,3677.257,1158.393,NaN
37.243,3626.257,1158.488,NaN
37.743,3575.297,1158.571,NaN
38.243,3524.376,1158.644,NaN
38.743,3473.494,1158.709,NaN
39.243,3422.652,1158.766,NaN
39.743,3371.848,1158.817,NaN
40.243,3321.084,1158.864,NaN
40.743,3270.358,1158.905,NaN
41.243,3219.671,1158.944,NaN
41.743,3169.022,1158.979,NaN
42.243,3118.411,1159.012,NaN
42.743,3067.839,1159.042,NaN
43.243,3017.305,1159.071,NaN
43.743,2966.808,1159.098,NaN
44.243,2916.35,1159.124,NaN
44.743,2865.929,1159.148,NaN
45.243,2815.545,1159.172,NaN
45.743,2765.199,1159.195,NaN
46.243,2714.89,1159.217,NaN
46.743,2664.618,1159.239,NaN
47.243,2614.383,1159.26,NaN
47.743,2564.186,1159.281,NaN
48.243,2514.027,1159.302,NaN
48.743,2463.905,1159.322,NaN
49.243,2413.822,1159.342,NaN
49.743,2363.778,1159.362,NaN
50.243,2313.771,1159.381,NaN
50.743,2263.802,1159.401,NaN
51.243,2213.872,1159.42,NaN
51.743,2163.979,1159.439,NaN
52.243,2114.124,1159.458,NaN
52.743,2064.306,1159.477,NaN
53.243,2014.526,1159.496,NaN
53.743,1964.784,1159.515,NaN
54.243,1915.078,1159.533,NaN
54.743,1865.41,1159.552,NaN
55.243,1815.779,1159.571,NaN
55.743,1766.184,1159.589,NaN
56.243,1716.627,1159.608,NaN
56.743,1667.105,1159.626,NaN
57.243,1617.62,1159.645,NaN
57.743,1568.172,1159.663,NaN
58.243,1518.759,1159.681,NaN
58.743,1469.383,1159.7,NaN
59.243,1420.042,1159.718,NaN
59.743,1370.737,1159.736,NaN
60.243,1321.468,1159.754,NaN
60.743,1272.235,1159.773,NaN
61.243,1223.036,1159.791,NaN
61.743,1173.873,1159.809,NaN
62.243,1124.745,1159.827,NaN
62.743,1075.652,1159.845,NaN
63.243,1026.594,1159.863,NaN
63.743,977.571,1159.881,NaN
64.243,928.583,1159.899,NaN
64.743,879.631,1159.917,NaN
65.243,830.715,1159.935,NaN
65.743,781.835,1159.953,NaN
66.243,732.991,1159.971,NaN
66.743,684.182,1159.989,NaN
67.243,635.41,1160.007,NaN
67.743,586.673,1160.024,NaN
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=67.744 seconds
68.243,537.972,1160.042,NaN
68.245,537.787,1160.042,NaN
68.246,537.691,1160.042,NaN
68.247,537.597,1160.042,NaN
68.248,537.503,1160.042,NaN
68.249,537.41,1160.042,NaN
68.25,537.318,1160.042,NaN
68.251,537.227,1160.042,NaN
68.252,537.136,1160.042,NaN
68.253,537.046,1160.042,NaN
68.254,536.957,1160.042,NaN
68.255,536.868,1160.042,NaN
68.256,536.781,1160.043,NaN
68.257,536.694,1160.043,NaN
68.258,536.607,1160.043,NaN
68.259,536.522,1160.043,NaN
68.26,536.436,1160.043,NaN
68.261,536.352,1160.043,NaN
68.262,536.268,1160.043,NaN
68.263,536.185,1160.043,NaN
68.264,536.103,1160.043,NaN
68.265,536.021,1160.043,NaN
68.266,535.939,1160.043,NaN
68.267,535.858,1160.043,NaN
68.268,535.778,1160.043,NaN
68.269,535.699,1160.043,NaN
68.27,535.62,1160.043,NaN
68.271,535.541,1160.043,NaN
68.272,535.463,1160.043,NaN
68.273,535.386,1160.043,NaN
68.274,535.309,1160.043,NaN
68.275,535.232,1160.043,NaN
68.276,535.157,1160.043,NaN
68.277,535.081,1160.043,NaN
68.278,535.006,1160.043,NaN
68.279,534.932,1160.043,NaN
68.28,534.858,1160.043,NaN
68.281,534.785,1160.043,NaN
68.282,534.712,1160.043,NaN
68.283,534.639,1160.043,NaN
68.284,534.567,1160.043,NaN
68.285,534.496,1160.043,NaN
68.286,534.425,1160.043,NaN
68.287,534.354,1160.043,NaN
68.288,534.284,1160.043,NaN
68.289,534.214,1160.043,NaN
68.29,534.145,1160.043,NaN
68.291,534.076,1160.044,NaN
68.292,534.007,1160.044,NaN
68.293,533.939,1160.044,NaN
68.294,533.871,1160.044,NaN
68.295,533.804,1160.044,NaN
68.296,533.737,1160.044,NaN
68.297,533.67,1160.044,NaN
68.298,533.604,1160.044,NaN
68.299,533.538,1160.044,NaN
68.3,533.473,1160.044,NaN
68.301,533.408,1160.044,NaN
68.302,533.343,1160.044,NaN
68.303,533.279,1160.044,NaN
68.304,533.215,1160.044,NaN
68.305,533.151,1160.044,NaN
68.306,533.088,1160.044,NaN
68.307,533.025,1160.044,NaN
68.308,532.962,1160.044,NaN
68.309,532.9,1160.044,NaN
68.31,532.838,1160.044,NaN
68.311,532.776,1160.044,NaN
68.312,532.715,1160.044,NaN
68.313,532.654,1160.044,NaN
68.314,532.593,1160.044,NaN
68.315,532.533,1160.044,NaN
68.316,532.473,1160.044,NaN
68.317,532.413,1160.044,NaN
68.318,532.354,1160.044,NaN
68.319,532.295,1160.044,NaN
68.32,532.236,1160.044,NaN
68.321,532.176,1160.044,NaN
68.322,532.116,1160.044,NaN
68.323,532.055,1160.044,NaN
68.324,531.994,1160.044,NaN
68.325,531.931,1160.044,NaN
68.326,531.868,1160.044,NaN
68.327,531.804,1160.044,NaN
68.328,531.74,1160.044,NaN
68.329,531.675,1160.044,NaN
68.331,531.609,1160.044,NaN
68.332,531.542,1160.044,NaN
68.333,531.474,1160.044,NaN
68.334,531.405,1160.044,NaN
68.336,531.336,1160.044,NaN
68.337,531.266,1160.045,NaN
68.338,531.194,1160.045,NaN
68.34,531.122,1160.045,NaN
68.341,531.049,1160.045,NaN
68.342,530.975,1160.045,NaN
68.344,530.899,1160.045,NaN
68.345,530.823,1160.045,NaN
68.347,530.746,1160.045,NaN
68.348,530.667,1160.045,NaN
68.35,530.588,1160.045,NaN
68.351,530.507,1160.045,NaN
68.353,530.425,1160.045,NaN
68.355,530.342,1160.045,NaN
68.356,530.257,1160.045,NaN
68.358,530.171,1160.045,NaN
68.36,530.084,1160.045,NaN
68.362,529.996,1160.045,NaN
68.363,529.905,1160.045,NaN
68.365,529.814,1160.045,NaN
68.367,529.721,1160.045,NaN
68.369,529.626,1160.045,NaN
68.371,529.529,1160.045,NaN
68.373,529.431,1160.045,NaN
68.376,529.331,1160.045,NaN
68.378,529.23,1160.045,NaN
68.38,529.126,1160.045,NaN
68.382,529.02,1160.045,NaN
68.385,528.912,1160.045,NaN
68.387,528.802,1160.045,NaN
68.39,528.69,1160.045,NaN
68.392,528.575,1160.045,NaN
68.395,528.458,1160.046,NaN
68.398,528.339,1160.046,NaN
68.401,528.217,1160.046,NaN
68.404,528.092,1160.046,NaN
68.407,527.964,1160.046,NaN
68.41,527.833,1160.046,NaN
68.413,527.699,1160.046,NaN
68.417,527.561,1160.046,NaN
68.42,527.42,1160.046,NaN
68.424,527.276,1160.046,NaN
68.428,527.127,1160.046,NaN
68.432,526.975,1160.046,NaN
68.436,526.818,1160.046,NaN
68.44,526.656,1160.046,NaN
68.444,526.49,1160.046,NaN
68.449,526.319,1160.046,NaN
68.454,526.142,1160.046,NaN
68.459,525.959,1160.046,NaN
68.464,525.77,1160.046,NaN
68.47,525.575,1160.047,NaN
68.475,525.372,1160.047,NaN
68.482,525.162,1160.047,NaN
68.488,524.944,1160.047,NaN
68.495,524.716,1160.047,NaN
68.502,524.48,1160.047,NaN
68.51,524.232,1160.047,NaN
68.518,523.974,1160.047,NaN
68.527,523.703,1160.047,NaN
68.536,523.418,1160.047,NaN
68.546,523.119,1160.047,NaN
68.556,522.803,1160.047,NaN
68.568,522.468,1160.048,NaN
68.58,522.112,1160.048,NaN
68.594,521.733,1160.048,NaN
68.609,521.328,1160.048,NaN
68.625,520.891,1160.048,NaN
68.643,520.42,1160.048,NaN
68.663,519.907,1160.048,NaN
68.686,519.344,1160.049,NaN
68.711,518.723,1160.049,NaN
68.741,518.029,1160.049,NaN
68.775,517.245,1160.049,NaN
68.815,516.346,1160.049,NaN
68.863,515.292,1160.05,NaN
68.923,514.027,1160.05,NaN
69,512.452,1160.05,NaN
69.104,510.389,1160.051,NaN
69.256,507.46,1160.051,NaN
69.511,502.671,1160.052,NaN
70.011,493.401,1160.053,NaN
70.511,484.138,1160.053,NaN
71.011,474.871,1160.054,NaN
71.511,465.61,1160.055,NaN
72.011,456.347,1160.055,NaN
72.511,447.087,1160.056,NaN
73.011,437.827,1160.057,NaN
73.511,428.569,1160.057,NaN
74.011,419.312,1160.058,NaN
74.511,410.057,1160.059,NaN
75.011,400.803,1160.059,NaN
75.511,391.55,1160.06,NaN
76.011,382.298,1160.06,NaN
76.511,373.048,1160.061,NaN
77.011,363.798,1160.062,NaN
77.511,354.551,1160.062,NaN
78.011,345.304,1160.063,NaN
78.511,336.058,1160.064,NaN
79.011,326.814,1160.064,NaN
79.511,317.571,1160.065,NaN
80.011,308.33,1160.066,NaN
80.511,299.089,1160.066,NaN
81.011,289.85,1160.067,NaN
81.511,280.612,1160.067,NaN
82.011,271.376,1160.068,NaN
82.511,262.14,1160.069,NaN
83.011,252.906,1160.069,NaN
83.511,243.673,1160.07,NaN
84.011,234.442,1160.071,NaN
84.511,225.211,1160.071,NaN
85.011,215.982,1160.072,NaN
85.511,206.754,1160.073,NaN
86.011,197.528,1160.073,NaN
86.511,188.302,1160.074,NaN
87.011,179.078,1160.074,NaN
87.511,169.855,1160.075,NaN
88.011,160.634,1160.076,NaN
88.511,151.413,1160.076,NaN
89.011,142.194,1160.077,NaN
89.511,132.976,1160.078,NaN
90.011,123.76,1160.078,NaN
90.511,114.544,1160.079,NaN
91.011,105.33,1160.08,NaN
91.511,96.117,1160.08,NaN
92.011,86.905,1160.081,NaN
92.511,77.695,1160.081,NaN
93.011,68.486,1160.082,NaN
93.511,59.278,1160.083,NaN
94.011,50.071,1160.083,NaN
94.511,40.865,1160.084,NaN
95.011,31.661,1160.085,NaN
95.511,22.458,1160.085,NaN
96.011,13.256,1160.086,NaN
96.511,4.055,1160.086,NaN
# Event GROUND_HIT occurred at t=96.731 seconds
# Event SIMULATION_END occurred at t=96.731 seconds
96.731,0,1160.087,NaN
