# L1420 - 5 wind (Up to date)
# 720 data points written for 4 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (97.6 ft/s)
#
# Time (s),Altitude (ft),Lateral distance (ft),Stability margin calibers (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
14.59,5092.822,1077.07,3.98
14.64,5098.462,1080.368,3.991
14.69,5104.02,1083.662,4.007
14.74,5109.494,1086.951,4.029
14.79,5114.887,1090.237,4.064
14.84,5120.196,1093.519,4.052
14.89,5125.423,1096.796,4.043
14.94,5130.567,1100.07,4.091
14.99,5135.629,1103.341,4.111
15.04,5140.608,1106.609,4.142
15.09,5145.505,1109.873,4.172
15.14,5150.319,1113.134,4.168
15.19,5155.05,1116.393,4.129
15.24,5159.7,1119.649,4.107
15.29,5164.266,1122.901,4.052
15.34,5168.751,1126.151,4.129
15.39,5173.154,1129.397,4.169
15.44,5177.475,1132.641,4.19
15.49,5181.713,1135.883,4.189
15.54,5185.869,1139.122,4.167
15.59,5189.944,1142.358,4.118
15.64,5193.936,1145.592,4.119
15.69,5197.847,1148.823,4.086
15.74,5201.676,1152.052,4.091
15.79,5205.423,1155.278,4.076
15.84,5209.089,1158.501,4.106
15.89,5212.674,1161.722,4.133
15.94,5216.177,1164.94,4.122
15.99,5219.599,1168.156,4.116
16.04,5222.939,1171.37,4.068
16.09,5226.199,1174.582,4.05
16.14,5229.377,1177.791,4.023
16.19,5232.474,1180.998,4.023
16.24,5235.49,1184.202,4.027
16.29,5238.426,1187.404,3.984
16.34,5241.28,1190.604,3.952
16.39,5244.054,1193.801,3.954
16.44,5246.748,1196.996,3.886
16.49,5249.361,1200.188,3.852
16.54,5251.894,1203.378,3.804
16.59,5254.347,1206.566,3.788
16.64,5256.72,1209.751,3.745
16.69,5259.013,1212.933,3.71
16.74,5261.227,1216.113,3.65
16.79,5263.361,1219.29,3.595
16.84,5265.415,1222.465,3.521
16.89,5267.391,1225.637,3.464
16.94,5269.288,1228.806,3.413
16.99,5271.106,1231.972,3.357
17.04,5272.846,1235.134,3.335
17.09,5274.508,1238.294,3.335
17.14,5276.091,1241.451,3.307
17.19,5277.596,1244.606,3.282
17.24,5279.022,1247.757,3.26
17.29,5280.371,1250.906,3.21
17.34,5281.642,1254.052,3.176
17.39,5282.835,1257.195,3.146
17.44,5283.95,1260.336,3.09
17.49,5284.988,1263.474,3.051
17.54,5285.949,1266.609,3.007
17.59,5286.833,1269.741,2.977
17.64,5287.639,1272.871,2.945
17.69,5288.369,1275.998,2.917
17.74,5289.023,1279.123,2.885
17.79,5289.6,1282.245,2.858
17.84,5290.101,1285.364,2.834
17.89,5290.525,1288.481,2.809
17.94,5290.874,1291.595,2.79
17.99,5291.146,1294.708,2.769
18.04,5291.343,1297.817,2.751
18.09,5291.464,1300.925,2.734
18.14,5291.51,1304.031,2.721
# Event APOGEE occurred at t=18.19 seconds
18.19,5291.48,1307.134,2.711
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=18.191 seconds
18.24,5291.375,1310.236,2.703
18.245,5291.361,1310.529,NaN
18.643,5287.671,1334.034,NaN
19.069,5278.393,1356.866,NaN
19.569,5261.068,1380.884,NaN
20.069,5237.405,1402.193,NaN
20.569,5208.139,1420.945,NaN
21.069,5174.057,1437.239,NaN
21.569,5135.964,1451.145,NaN
22.069,5094.606,1462.813,NaN
22.569,5050.649,1472.448,NaN
23.069,5004.667,1480.272,NaN
23.569,4957.136,1486.513,NaN
24.069,4908.442,1491.398,NaN
24.569,4858.894,1495.083,NaN
25.069,4808.737,1497.661,NaN
25.569,4758.145,1499.252,NaN
26.069,4707.243,1500.001,NaN
26.569,4656.123,1500.048,NaN
27.069,4604.854,1499.51,NaN
27.569,4553.486,1498.502,NaN
28.069,4502.056,1497.128,NaN
28.569,4450.592,1495.454,NaN
29.069,4399.117,1493.494,NaN
29.569,4347.646,1491.249,NaN
30.069,4296.188,1488.799,NaN
30.569,4244.751,1486.19,NaN
31.069,4193.341,1483.358,NaN
31.569,4141.963,1480.309,NaN
32.069,4090.619,1477.113,NaN
32.569,4039.31,1473.784,NaN
33.069,3988.038,1470.304,NaN
33.569,3936.804,1466.706,NaN
34.069,3885.607,1463.061,NaN
34.569,3834.449,1459.418,NaN
35.069,3783.33,1455.787,NaN
35.569,3732.249,1452.156,NaN
36.069,3681.209,1448.492,NaN
36.569,3630.207,1444.766,NaN
37.069,3579.246,1440.977,NaN
37.569,3528.323,1437.139,NaN
38.069,3477.44,1433.316,NaN
38.569,3426.596,1429.525,NaN
39.069,3375.791,1425.717,NaN
39.569,3325.024,1421.893,NaN
40.069,3274.296,1418.029,NaN
40.569,3223.607,1414.145,NaN
41.069,3172.957,1410.311,NaN
41.569,3122.345,1406.452,NaN
42.069,3071.772,1402.541,NaN
42.569,3021.236,1398.639,NaN
43.069,2970.738,1394.799,NaN
43.569,2920.279,1391.079,NaN
44.069,2869.857,1387.451,NaN
44.569,2819.472,1383.861,NaN
45.069,2769.125,1380.261,NaN
45.569,2718.814,1376.663,NaN
46.069,2668.54,1373.106,NaN
46.569,2618.304,1369.527,NaN
47.069,2568.105,1365.895,NaN
47.569,2517.944,1362.253,NaN
48.069,2467.821,1358.627,NaN
48.569,2417.736,1354.991,NaN
49.069,2367.689,1351.336,NaN
49.569,2317.681,1347.657,NaN
50.069,2267.71,1343.946,NaN
50.569,2217.777,1340.24,NaN
51.069,2167.883,1336.502,NaN
51.569,2118.026,1332.71,NaN
52.069,2068.207,1328.896,NaN
52.569,2018.425,1325.132,NaN
53.069,1968.682,1321.495,NaN
53.569,1918.976,1317.969,NaN
54.069,1869.307,1314.465,NaN
54.569,1819.674,1310.931,NaN
55.069,1770.078,1307.382,NaN
55.569,1720.519,1303.792,NaN
56.069,1670.996,1300.149,NaN
56.569,1621.509,1296.5,NaN
57.069,1572.059,1292.857,NaN
57.569,1522.645,1289.26,NaN
58.069,1473.267,1285.717,NaN
58.569,1423.925,1282.219,NaN
59.069,1374.618,1278.773,NaN
59.569,1325.348,1275.325,NaN
60.069,1276.112,1271.833,NaN
60.569,1226.912,1268.277,NaN
61.069,1177.748,1264.685,NaN
61.569,1128.618,1261.084,NaN
62.069,1079.523,1257.504,NaN
62.569,1030.463,1253.939,NaN
63.069,981.439,1250.39,NaN
63.569,932.449,1246.876,NaN
64.069,883.495,1243.343,NaN
64.569,834.577,1239.759,NaN
65.069,785.695,1236.132,NaN
65.569,736.849,1232.506,NaN
66.069,688.039,1228.941,NaN
66.569,639.265,1225.434,NaN
67.069,590.526,1221.945,NaN
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=67.07 seconds
67.569,541.823,1218.455,NaN
67.571,541.638,1218.442,NaN
67.572,541.543,1218.435,NaN
67.573,541.448,1218.428,NaN
67.574,541.354,1218.421,NaN
67.575,541.262,1218.414,NaN
67.576,541.169,1218.407,NaN
67.577,541.078,1218.4,NaN
67.578,540.987,1218.393,NaN
67.579,540.897,1218.386,NaN
67.58,540.808,1218.379,NaN
67.581,540.72,1218.372,NaN
67.582,540.632,1218.365,NaN
67.583,540.545,1218.358,NaN
67.584,540.459,1218.351,NaN
67.585,540.373,1218.344,NaN
67.586,540.288,1218.337,NaN
67.587,540.203,1218.33,NaN
67.588,540.12,1218.323,NaN
67.589,540.036,1218.316,NaN
67.59,539.954,1218.309,NaN
67.591,539.872,1218.302,NaN
67.592,539.791,1218.294,NaN
67.593,539.71,1218.287,NaN
67.594,539.63,1218.28,NaN
67.595,539.55,1218.273,NaN
67.596,539.471,1218.266,NaN
67.597,539.392,1218.259,NaN
67.598,539.314,1218.252,NaN
67.599,539.237,1218.245,NaN
67.6,539.16,1218.238,NaN
67.601,539.084,1218.231,NaN
67.602,539.008,1218.224,NaN
67.603,538.933,1218.216,NaN
67.604,538.858,1218.209,NaN
67.605,538.783,1218.202,NaN
67.606,538.709,1218.195,NaN
67.607,538.636,1218.188,NaN
67.608,538.563,1218.181,NaN
67.609,538.491,1218.174,NaN
67.61,538.419,1218.167,NaN
67.611,538.347,1218.159,NaN
67.612,538.276,1218.152,NaN
67.613,538.205,1218.145,NaN
67.614,538.135,1218.138,NaN
67.615,538.065,1218.131,NaN
67.616,537.996,1218.124,NaN
67.617,537.927,1218.117,NaN
67.618,537.858,1218.109,NaN
67.619,537.79,1218.102,NaN
67.62,537.722,1218.095,NaN
67.621,537.655,1218.088,NaN
67.622,537.588,1218.081,NaN
67.623,537.521,1218.074,NaN
67.624,537.455,1218.066,NaN
67.625,537.389,1218.059,NaN
67.626,537.324,1218.052,NaN
67.627,537.259,1218.045,NaN
67.628,537.194,1218.038,NaN
67.629,537.13,1218.031,NaN
67.63,537.066,1218.023,NaN
67.631,537.002,1218.016,NaN
67.632,536.939,1218.009,NaN
67.633,536.876,1218.002,NaN
67.634,536.813,1217.995,NaN
67.635,536.751,1217.987,NaN
67.636,536.689,1217.98,NaN
67.637,536.628,1217.973,NaN
67.638,536.566,1217.966,NaN
67.639,536.505,1217.959,NaN
67.64,536.445,1217.951,NaN
67.641,536.384,1217.944,NaN
67.642,536.324,1217.937,NaN
67.643,536.264,1217.93,NaN
67.644,536.205,1217.923,NaN
67.645,536.146,1217.915,NaN
67.646,536.087,1217.908,NaN
67.647,536.027,1217.901,NaN
67.648,535.967,1217.893,NaN
67.649,535.906,1217.886,NaN
67.65,535.845,1217.878,NaN
67.651,535.782,1217.87,NaN
67.653,535.719,1217.862,NaN
67.654,535.656,1217.854,NaN
67.655,535.591,1217.846,NaN
67.656,535.526,1217.837,NaN
67.657,535.46,1217.829,NaN
67.658,535.393,1217.82,NaN
67.66,535.325,1217.811,NaN
67.661,535.257,1217.802,NaN
67.662,535.187,1217.793,NaN
67.663,535.117,1217.784,NaN
67.665,535.045,1217.774,NaN
67.666,534.973,1217.764,NaN
67.667,534.9,1217.754,NaN
67.669,534.826,1217.744,NaN
67.67,534.751,1217.734,NaN
67.672,534.674,1217.723,NaN
67.673,534.597,1217.712,NaN
67.675,534.519,1217.701,NaN
67.676,534.439,1217.69,NaN
67.678,534.358,1217.679,NaN
67.68,534.276,1217.667,NaN
67.681,534.193,1217.655,NaN
67.683,534.108,1217.642,NaN
67.685,534.023,1217.63,NaN
67.686,533.935,1217.617,NaN
67.688,533.847,1217.604,NaN
67.69,533.757,1217.59,NaN
67.692,533.665,1217.576,NaN
67.694,533.572,1217.562,NaN
67.696,533.477,1217.547,NaN
67.698,533.381,1217.532,NaN
67.7,533.282,1217.517,NaN
67.702,533.182,1217.501,NaN
67.704,533.081,1217.485,NaN
67.707,532.977,1217.468,NaN
67.709,532.871,1217.451,NaN
67.711,532.764,1217.433,NaN
67.714,532.654,1217.415,NaN
67.716,532.542,1217.396,NaN
67.719,532.427,1217.377,NaN
67.722,532.311,1217.357,NaN
67.724,532.191,1217.336,NaN
67.727,532.069,1217.315,NaN
67.73,531.944,1217.293,NaN
67.733,531.817,1217.27,NaN
67.736,531.686,1217.247,NaN
67.74,531.552,1217.222,NaN
67.743,531.415,1217.197,NaN
67.747,531.274,1217.171,NaN
67.75,531.13,1217.144,NaN
67.754,530.981,1217.115,NaN
67.758,530.829,1217.086,NaN
67.762,530.672,1217.055,NaN
67.766,530.511,1217.023,NaN
67.771,530.345,1216.99,NaN
67.775,530.173,1216.955,NaN
67.78,529.996,1216.919,NaN
67.785,529.814,1216.881,NaN
67.79,529.625,1216.841,NaN
67.796,529.43,1216.799,NaN
67.802,529.227,1216.755,NaN
67.808,529.017,1216.709,NaN
67.814,528.8,1216.66,NaN
67.821,528.573,1216.608,NaN
67.828,528.337,1216.553,NaN
67.836,528.091,1216.495,NaN
67.844,527.833,1216.434,NaN
67.853,527.563,1216.368,NaN
67.862,527.279,1216.297,NaN
67.872,526.98,1216.222,NaN
67.883,526.665,1216.141,NaN
67.894,526.33,1216.053,NaN
67.907,525.976,1215.958,NaN
67.92,525.597,1215.855,NaN
67.935,525.193,1215.742,NaN
67.951,524.758,1215.618,NaN
67.969,524.288,1215.48,NaN
67.989,523.776,1215.327,NaN
68.011,523.216,1215.156,NaN
68.037,522.599,1214.962,NaN
68.065,521.917,1214.742,NaN
68.099,521.144,1214.484,NaN
68.139,520.255,1214.177,NaN
68.185,519.236,1213.813,NaN
68.244,517.989,1213.351,NaN
68.319,516.451,1212.76,NaN
68.42,514.455,1211.965,NaN
68.564,511.669,1210.82,NaN
68.804,507.149,1208.922,NaN
69.304,497.877,1205.005,NaN
69.804,488.618,1201.284,NaN
70.304,479.352,1197.821,NaN
70.804,470.091,1194.52,NaN
71.304,460.831,1191.126,NaN
71.804,451.572,1187.645,NaN
72.304,442.314,1184.094,NaN
72.804,433.073,1180.033,NaN
73.216,425.443,1176.475,NaN
73.716,416.186,1172.301,NaN
74.216,406.934,1168.293,NaN
74.716,397.686,1164.631,NaN
75.216,388.436,1161.283,NaN
75.716,379.185,1158.095,NaN
76.216,369.942,1154.718,NaN
76.636,362.181,1151.857,NaN
77.04,354.724,1149.162,NaN
77.54,345.481,1145.518,NaN
78.04,336.24,1141.874,NaN
78.539,327.009,1138.142,NaN
78.906,320.249,1135.388,NaN
79.338,312.255,1132.303,NaN
79.838,303.014,1128.674,NaN
80.338,293.778,1125.172,NaN
80.838,284.552,1122.136,NaN
81.284,276.319,1119.588,NaN
81.784,267.083,1116.686,NaN
82.211,259.215,1113.99,NaN
82.711,249.986,1110.429,NaN
83.211,240.754,1106.967,NaN
83.695,231.837,1103.54,NaN
84.195,222.608,1099.675,NaN
84.695,213.382,1095.616,NaN
85.195,204.155,1091.454,NaN
85.695,194.933,1087.504,NaN
86.195,185.715,1083.967,NaN
86.631,177.677,1080.884,NaN
87.088,169.241,1077.566,NaN
87.588,160.022,1073.903,NaN
88.088,150.805,1070.184,NaN
88.588,141.585,1066.534,NaN
89.088,132.37,1062.966,NaN
89.588,123.157,1059.361,NaN
90.088,113.942,1055.599,NaN
90.588,104.729,1051.757,NaN
91.088,95.516,1047.818,NaN
91.588,86.305,1043.792,NaN
92.088,77.097,1039.823,NaN
92.588,67.889,1036.057,NaN
93.088,58.683,1032.458,NaN
93.564,49.942,1028.813,NaN
94.064,40.74,1024.62,NaN
94.564,31.544,1020.689,NaN
95.064,22.346,1016.98,NaN
95.564,13.149,1013.444,NaN
95.93,6.419,1010.867,NaN
# Event GROUND_HIT occurred at t=96.279 seconds
# Event SIMULATION_END occurred at t=96.279 seconds
96.279,0,1008.261,NaN
